Representive Gene model,Sorghum homologs ID,Gene ID.1,Gene ID.2,Gene ID.3,Gene ID.4
Sspon.01G0001960,Sobic.001G516600,Sspon.01G0001960-1A,Sspon.01G0001960-2B,Sspon.01G0001960-3C,Sspon.01G0001960-4D
Sspon.01G0001970,Sobic.001G514400,Sspon.01G0001970-1A|Sspon.01G0001970-1P,,Sspon.01G0001970-2C,
Sspon.01G0001980,,Sspon.01G0001980-1A,,,
Sspon.01G0001990,Sobic.001G514300,Sspon.01G0001990-1A,,,Sspon.01G0001990-2D
Sspon.01G0002000,Sobic.001G514200,Sspon.01G0002000-1A,,,Sspon.01G0002000-2D
Sspon.01G0002010,Sobic.001G514100,Sspon.01G0002010-1A,,,Sspon.01G0002010-2D
Sspon.01G0002020,Sobic.001G514000,Sspon.01G0002020-1A,,Sspon.01G0002020-2C,Sspon.01G0002020-3D
Sspon.01G0002030,Sobic.001G513800,Sspon.01G0002030-1A,,Sspon.01G0002030-2C,
Sspon.01G0002040,Sobic.001G513700,Sspon.01G0002040-1A,Sspon.01G0002040-2B,Sspon.01G0002040-3C|Sspon.01G0002040-1T,Sspon.01G0002040-4D|Sspon.01G0002040-1P
Sspon.01G0002050,Sobic.001G513600,Sspon.01G0002050-1A,Sspon.01G0002050-2B,Sspon.01G0002050-3C|Sspon.01G0002050-1T,Sspon.01G0002050-4D
Sspon.01G0002060,Sobic.001G513500,Sspon.01G0002060-1A,Sspon.01G0002060-2B,Sspon.01G0002060-3C,Sspon.01G0002060-4D
Sspon.01G0002070,Sobic.001G513000,Sspon.01G0002070-1A,,Sspon.01G0002070-2C,Sspon.01G0002070-3D
Sspon.01G0002080,Sobic.001G513100,Sspon.01G0002080-1A,,Sspon.01G0002080-2C,
Sspon.01G0002090,Sobic.001G513200,Sspon.01G0002090-1A,,Sspon.01G0002090-2C,Sspon.01G0002090-3D
Sspon.01G0002100,Sobic.001G513300,Sspon.01G0002100-1A,,Sspon.01G0002100-2C,
Sspon.01G0002110,Sobic.001G513400,Sspon.01G0002110-1A,,Sspon.01G0002110-2C,Sspon.01G0002110-3D
Sspon.01G0002120,Sobic.001G512500,Sspon.01G0002120-1A,Sspon.01G0002120-2B,,
Sspon.01G0002130,Sobic.001G512600,Sspon.01G0002130-1A,Sspon.01G0002130-2B,,
Sspon.01G0002140,Sobic.001G512700,Sspon.01G0002140-1A,,Sspon.01G0002140-2C,Sspon.01G0002140-3D
Sspon.01G0002150,Sobic.001G512800,Sspon.01G0002150-1A,Sspon.01G0002150-2B|Sspon.01G0002150-1P,Sspon.01G0002150-3C,Sspon.01G0002150-4D
Sspon.01G0002160,Sobic.001G512400,Sspon.01G0002160-1A,Sspon.01G0002160-2B|Sspon.01G0002160-1P,Sspon.01G0002160-3C,Sspon.01G0002160-4D
Sspon.01G0002170,Sobic.001G512300,Sspon.01G0002170-1A,,Sspon.01G0002170-2C,Sspon.01G0002170-3D
Sspon.01G0002180,Sobic.001G512200,Sspon.01G0002180-1A,Sspon.01G0002180-2B,Sspon.01G0002180-3C,Sspon.01G0002180-4D
Sspon.01G0002190,Sobic.001G512100,Sspon.01G0002190-1A,Sspon.01G0002190-2B,Sspon.01G0002190-3C,Sspon.01G0002190-4D
Sspon.01G0002200,Sobic.001G512000,Sspon.01G0002200-1A,Sspon.01G0002200-2B,Sspon.01G0002200-3C,Sspon.01G0002200-4D
Sspon.01G0002210,Sobic.003G201700,Sspon.01G0002210-1A|Sspon.01G0002210-1T,,Sspon.01G0002210-2C,Sspon.01G0002210-3D
Sspon.01G0002220,Sobic.002G232300,Sspon.01G0002220-1A|Sspon.01G0002220-1P,,Sspon.01G0002220-2C,Sspon.01G0002220-3D
Sspon.01G0002230,Sobic.003G201900,Sspon.01G0002230-1A,,Sspon.01G0002230-2C,Sspon.01G0002230-3D
Sspon.01G0002240,Sobic.001G511900,Sspon.01G0002240-1A,Sspon.01G0002240-2B,Sspon.01G0002240-3C,Sspon.01G0002240-4D
Sspon.01G0002250,,Sspon.01G0002250-1A,,Sspon.01G0002250-2C,
Sspon.01G0002260,,Sspon.01G0002260-1A,,,
Sspon.01G0002270,Sobic.001G511500,Sspon.01G0002270-1A,Sspon.01G0002270-2B|Sspon.01G0002270-1P,Sspon.01G0002270-3C,Sspon.01G0002270-4D
Sspon.01G0002280,Sobic.001G223100,Sspon.01G0002280-1A|Sspon.01G0002280-1P,Sspon.01G0002280-2B,Sspon.01G0002280-3C,Sspon.01G0002280-4D
Sspon.01G0002290,Sobic.001G511100,Sspon.01G0002290-1A,Sspon.01G0002290-2B,Sspon.01G0002290-3C,Sspon.01G0002290-4D
Sspon.01G0002300,Sobic.001G225700,Sspon.01G0002300-1A,Sspon.01G0002300-2B,,
Sspon.01G0002310,Sobic.001G510500,Sspon.01G0002310-1A,Sspon.01G0002310-2B,Sspon.01G0002310-3C|Sspon.01G0002310-1P|Sspon.01G0002310-2P,Sspon.01G0002310-4D|Sspon.01G0002310-1T
Sspon.01G0002320,Sobic.001G509901,Sspon.01G0002320-1A,Sspon.01G0002320-2B,Sspon.01G0002320-3C|Sspon.01G0002320-1P,Sspon.01G0002320-4D
Sspon.01G0002330,Sobic.001G510300,Sspon.01G0002330-1A,,Sspon.01G0002330-2C,Sspon.01G0002330-3D
Sspon.01G0002340,,Sspon.01G0002340-1A,,Sspon.01G0002340-2C,
Sspon.01G0002350,Sobic.001G509800,Sspon.01G0002350-1A,,Sspon.01G0002350-2C|Sspon.01G0002350-1P,Sspon.01G0002350-3D
Sspon.01G0002360,Sobic.001G509500,Sspon.01G0002360-1A,Sspon.01G0002360-2B,,
Sspon.01G0002370,Sobic.001G509300,Sspon.01G0002370-1A,Sspon.01G0002370-2B,Sspon.01G0002370-3C,Sspon.01G0002370-4D
Sspon.01G0002380,Sobic.001G509200,Sspon.01G0002380-1A,Sspon.01G0002380-2B,Sspon.01G0002380-3C,Sspon.01G0002380-4D
Sspon.01G0002390,Sobic.001G509100,Sspon.01G0002390-1A,,,Sspon.01G0002390-2D
Sspon.01G0002400,Sobic.001G509000,Sspon.01G0002400-1A,Sspon.01G0002400-2B,,
Sspon.01G0002410,Sobic.001G226500,Sspon.01G0002410-1A,Sspon.01G0002410-2B,Sspon.01G0002410-3C|Sspon.01G0002410-1P,Sspon.01G0002410-4D|Sspon.01G0002410-1T
Sspon.01G0002420,Sobic.001G226600,Sspon.01G0002420-1A,,Sspon.01G0002420-2C,
Sspon.01G0002430,Sobic.001G508700,Sspon.01G0002430-1A,,Sspon.01G0002430-2C,
Sspon.01G0002440,Sobic.001G226800,Sspon.01G0002440-1A|Sspon.01G0002440-1P|Sspon.01G0002440-2P,Sspon.01G0002440-2B,Sspon.01G0002440-3C|Sspon.01G0002440-1T|Sspon.01G0002440-3P,Sspon.01G0002440-4D|Sspon.01G0002440-4P
Sspon.01G0002450,Sobic.001G226800,Sspon.01G0002450-1A,,,Sspon.01G0002450-2D
Sspon.01G0002460,Sobic.001G227100,Sspon.01G0002460-1A,,Sspon.01G0002460-2C,Sspon.01G0002460-3D
Sspon.01G0002470,Sobic.001G508400,Sspon.01G0002470-1A,,,Sspon.01G0002470-2D
Sspon.01G0002480,Sobic.001G508100,Sspon.01G0002480-1A,,Sspon.01G0002480-2C,
Sspon.01G0002490,Sobic.001G507600,Sspon.01G0002490-1A,Sspon.01G0002490-2B|Sspon.01G0002490-1T,,Sspon.01G0002490-3D
Sspon.01G0002500,Sobic.001G508200,Sspon.01G0002500-1A,,Sspon.01G0002500-2C,
Sspon.01G0002510,Sobic.001G229000,Sspon.01G0002510-1A,Sspon.01G0002510-2B,,
Sspon.01G0002520,Sobic.001G506700,Sspon.01G0002520-1A,Sspon.01G0002520-2B,Sspon.01G0002520-3C,
Sspon.01G0002530,Sobic.001G507000,Sspon.01G0002530-1A,,Sspon.01G0002530-2C,
Sspon.01G0002540,Sobic.001G507100,Sspon.01G0002540-1A,Sspon.01G0002540-2B,,Sspon.01G0002540-3D
Sspon.01G0002550,Sobic.001G507200,Sspon.01G0002550-1A,,,Sspon.01G0002550-2D
Sspon.01G0002560,,Sspon.01G0002560-1A,Sspon.01G0002560-2B,,Sspon.01G0002560-3D
Sspon.01G0002570,Sobic.001G506300,Sspon.01G0002570-1A,,Sspon.01G0002570-2C,Sspon.01G0002570-3D
Sspon.01G0002580,,Sspon.01G0002580-1A,,,
Sspon.01G0002590,Sobic.001G506100,Sspon.01G0002590-1A,Sspon.01G0002590-2B,Sspon.01G0002590-3C,Sspon.01G0002590-4D
Sspon.01G0002600,Sobic.001G506000,Sspon.01G0002600-1A,Sspon.01G0002600-2B,,
Sspon.01G0002610,Sobic.001G505800,Sspon.01G0002610-1A,Sspon.01G0002610-2B,Sspon.01G0002610-3C,Sspon.01G0002610-4D
Sspon.01G0002620,Sobic.001G506066,Sspon.01G0002620-1A,Sspon.01G0002620-2B,Sspon.01G0002620-3C,Sspon.01G0002620-4D
Sspon.01G0002630,Sobic.001G505700,Sspon.01G0002630-1A,Sspon.01G0002630-2B|Sspon.01G0002630-1P,Sspon.01G0002630-3C,
Sspon.01G0002640,,Sspon.01G0002640-1A,,,
Sspon.01G0002650,,Sspon.01G0002650-1A,,,
Sspon.01G0002660,Sobic.001G505300,Sspon.01G0002660-1A,Sspon.01G0002660-2B,,Sspon.01G0002660-3D
Sspon.01G0002670,Sobic.001G230900,Sspon.01G0002670-1A,Sspon.01G0002670-2B|Sspon.01G0002670-1P,Sspon.01G0002670-3C,Sspon.01G0002670-4D
Sspon.01G0002680,Sobic.001G505500,Sspon.01G0002680-1A|Sspon.01G0002680-1P,Sspon.01G0002680-2B,Sspon.01G0002680-3C,Sspon.01G0002680-4D
Sspon.01G0002690,Sobic.001G505300,Sspon.01G0002690-1A,,Sspon.01G0002690-2C,
Sspon.01G0002700,Sobic.001G504400,Sspon.01G0002700-1A|Sspon.01G0002700-1P,Sspon.01G0002700-2B,Sspon.01G0002700-3C,
Sspon.01G0002710,Sobic.001G504900,Sspon.01G0002710-1A|Sspon.01G0002710-1P,Sspon.01G0002710-2B,Sspon.01G0002710-3C,Sspon.01G0002710-4D
Sspon.01G0002720,Sobic.001G505000,Sspon.01G0002720-1A,Sspon.01G0002720-2B,Sspon.01G0002720-3C|Sspon.01G0002720-1P,Sspon.01G0002720-4D
Sspon.01G0002730,Sobic.001G505100,Sspon.01G0002730-1A,Sspon.01G0002730-2B,Sspon.01G0002730-3C,Sspon.01G0002730-4D
Sspon.01G0002740,Sobic.001G505200,Sspon.01G0002740-1A|Sspon.01G0002740-1P,,Sspon.01G0002740-2C,Sspon.01G0002740-3D
Sspon.01G0002750,Sobic.001G504200,Sspon.01G0002750-1A,,,
Sspon.01G0002760,,Sspon.01G0002760-1A,,,
Sspon.01G0002770,Sobic.001G504200,Sspon.01G0002770-1A,,Sspon.01G0002770-2C,
Sspon.01G0002780,Sobic.001G504000,Sspon.01G0002780-1A|Sspon.01G0002780-1P,,,
Sspon.01G0002790,Sobic.001G503900,Sspon.01G0002790-1A,Sspon.01G0002790-2B,Sspon.01G0002790-3C|Sspon.01G0002790-1P,
Sspon.01G0002800,Sobic.001G503400,Sspon.01G0002800-1A,Sspon.01G0002800-2B,Sspon.01G0002800-3C,
Sspon.01G0002810,Sobic.001G503200,Sspon.01G0002810-1A,Sspon.01G0002810-2B,Sspon.01G0002810-3C,
Sspon.01G0002820,Sobic.001G503300,Sspon.01G0002820-1A|Sspon.01G0002820-1T,Sspon.01G0002820-2B,Sspon.01G0002820-3C,Sspon.01G0002820-4D
Sspon.01G0002830,Sobic.001G503000,Sspon.01G0002830-1A|Sspon.01G0002830-1P,,Sspon.01G0002830-2C,
Sspon.01G0002840,Sobic.001G503000,Sspon.01G0002840-1A,Sspon.01G0002840-2B,Sspon.01G0002840-3C,
Sspon.01G0002850,,Sspon.01G0002850-1A,Sspon.01G0002850-2B,,
Sspon.01G0002860,Sobic.001G502900,Sspon.01G0002860-1A,Sspon.01G0002860-2B,Sspon.01G0002860-3C,
Sspon.01G0002870,,Sspon.01G0002870-1A,,,
Sspon.01G0002880,Sobic.001G502700,Sspon.01G0002880-1A,Sspon.01G0002880-2B,Sspon.01G0002880-3C,Sspon.01G0002880-4D
Sspon.01G0002890,Sobic.001G234800,Sspon.01G0002890-1A,Sspon.01G0002890-2B|Sspon.01G0002890-1P,Sspon.01G0002890-3C|Sspon.01G0002890-1T|Sspon.01G0002890-2P,Sspon.01G0002890-4D|Sspon.01G0002890-3P
Sspon.01G0002900,Sobic.001G502100,Sspon.01G0002900-1A,Sspon.01G0002900-2B,,
Sspon.01G0002910,Sobic.001G502200,Sspon.01G0002910-1A|Sspon.01G0002910-1P,Sspon.01G0002910-2B|Sspon.01G0002910-2P,Sspon.01G0002910-3C,
Sspon.01G0002920,Sobic.001G502600,Sspon.01G0002920-1A,Sspon.01G0002920-2B,Sspon.01G0002920-3C,Sspon.01G0002920-4D
Sspon.01G0002930,Sobic.001G502500,Sspon.01G0002930-1A,Sspon.01G0002930-2B,Sspon.01G0002930-3C,Sspon.01G0002930-4D
Sspon.01G0002940,Sobic.001G502400,Sspon.01G0002940-1A,Sspon.01G0002940-2B,,
Sspon.01G0002950,Sobic.001G501900,Sspon.01G0002950-1A|Sspon.01G0002950-1P,,Sspon.01G0002950-2C,
Sspon.01G0002960,Sobic.001G501800,Sspon.01G0002960-1A,Sspon.01G0002960-2B|Sspon.01G0002960-1P,Sspon.01G0002960-3C,
Sspon.01G0002970,Sobic.001G501701,Sspon.01G0002970-1A,Sspon.01G0002970-2B,,
Sspon.01G0002980,Sobic.001G501300,Sspon.01G0002980-1A,Sspon.01G0002980-2B|Sspon.01G0002980-1P,,Sspon.01G0002980-3D
Sspon.01G0002990,Sobic.001G501200,Sspon.01G0002990-1A,Sspon.01G0002990-2B,Sspon.01G0002990-3C,Sspon.01G0002990-4D
Sspon.01G0003000,Sobic.001G501100,Sspon.01G0003000-1A,,Sspon.01G0003000-2C|Sspon.01G0003000-1P,Sspon.01G0003000-3D
Sspon.01G0003010,Sobic.001G501000,Sspon.01G0003010-1A,Sspon.01G0003010-2B,Sspon.01G0003010-3C,Sspon.01G0003010-4D
Sspon.01G0003020,Sobic.001G500900,Sspon.01G0003020-1A,,Sspon.01G0003020-2C,
Sspon.01G0003030,Sobic.001G500800,Sspon.01G0003030-1A,Sspon.01G0003030-2B,Sspon.01G0003030-3C,Sspon.01G0003030-4D
Sspon.01G0003040,Sobic.001G500800,Sspon.01G0003040-1A|Sspon.01G0003040-1P,,Sspon.01G0003040-2C,Sspon.01G0003040-3D
Sspon.01G0003050,Sobic.001G500600,Sspon.01G0003050-1A,Sspon.01G0003050-2B,Sspon.01G0003050-3C,Sspon.01G0003050-4D
Sspon.01G0003060,Sobic.001G500700,Sspon.01G0003060-1A,Sspon.01G0003060-2B|Sspon.01G0003060-1P|Sspon.01G0003060-2P,Sspon.01G0003060-3C,
Sspon.01G0003070,,Sspon.01G0003070-1A,Sspon.01G0003070-2B,,
Sspon.01G0003080,Sobic.001G500500,Sspon.01G0003080-1A,,Sspon.01G0003080-2C|Sspon.01G0003080-1P,
Sspon.01G0003090,Sobic.001G500400,Sspon.01G0003090-1A,Sspon.01G0003090-2B,Sspon.01G0003090-3C,Sspon.01G0003090-4D
Sspon.01G0003100,Sobic.001G499500,Sspon.01G0003100-1A,Sspon.01G0003100-2B,Sspon.01G0003100-3C,
Sspon.01G0003110,,Sspon.01G0003110-1A,,,
Sspon.01G0003120,Sobic.001G500000,Sspon.01G0003120-1A,Sspon.01G0003120-2B,Sspon.01G0003120-3C,Sspon.01G0003120-4D|Sspon.01G0003120-1T
Sspon.01G0003130,Sobic.001G500200,Sspon.01G0003130-1A|Sspon.01G0003130-1P,Sspon.01G0003130-2B,Sspon.01G0003130-3C,Sspon.01G0003130-4D
Sspon.01G0003140,Sobic.001G500300,Sspon.01G0003140-1A,Sspon.01G0003140-2B,Sspon.01G0003140-3C,Sspon.01G0003140-4D|Sspon.01G0003140-1P
Sspon.01G0003150,Sobic.001G499000,Sspon.01G0003150-1A|Sspon.01G0003150-1P|Sspon.01G0003150-2P,Sspon.01G0003150-2B,,
Sspon.01G0003160,Sobic.001G498600,Sspon.01G0003160-1A|Sspon.01G0003160-1P,Sspon.01G0003160-2B,Sspon.01G0003160-3C,
Sspon.01G0003170,Sobic.001G498500,Sspon.01G0003170-1A,Sspon.01G0003170-2B,Sspon.01G0003170-3C,
Sspon.01G0003180,Sobic.001G498400,Sspon.01G0003180-1A,,Sspon.01G0003180-2C,
Sspon.01G0003190,Sobic.001G498300,Sspon.01G0003190-1A|Sspon.01G0003190-1P,Sspon.01G0003190-2B,Sspon.01G0003190-3C,
Sspon.01G0003200,Sobic.001G498200,Sspon.01G0003200-1A|Sspon.01G0003200-1P,Sspon.01G0003200-2B,Sspon.01G0003200-3C,
Sspon.01G0003210,,Sspon.01G0003210-1A,,,
Sspon.01G0003220,Sobic.001G499300,Sspon.01G0003220-1A,Sspon.01G0003220-2B,Sspon.01G0003220-3C|Sspon.01G0003220-1P,Sspon.01G0003220-4D
Sspon.01G0003230,Sobic.001G499100,Sspon.01G0003230-1A,Sspon.01G0003230-2B,Sspon.01G0003230-3C,
Sspon.01G0003240,Sobic.001G511400,Sspon.01G0003240-1A,Sspon.01G0003240-2B,Sspon.01G0003240-3C,Sspon.01G0003240-4D
Sspon.01G0003250,Sobic.001G511200,Sspon.01G0003250-1A,Sspon.01G0003250-2B,Sspon.01G0003250-3C,
Sspon.01G0003260,Sobic.001G498900,Sspon.01G0003260-1A|Sspon.01G0003260-1P,Sspon.01G0003260-2B,Sspon.01G0003260-3C|Sspon.01G0003260-1T,
Sspon.01G0003270,Sobic.001G499200,Sspon.01G0003270-1A,Sspon.01G0003270-2B,Sspon.01G0003270-3C,
Sspon.01G0003280,,Sspon.01G0003280-1A,,,
Sspon.01G0003290,,Sspon.01G0003290-1A,,,
Sspon.01G0003300,,Sspon.01G0003300-1A,,,
Sspon.01G0003310,Sobic.001G496300,Sspon.01G0003310-1A|Sspon.01G0003310-1P|Sspon.01G0003310-2P,Sspon.01G0003310-2B|Sspon.01G0003310-3P|Sspon.01G0003310-4P,Sspon.01G0003310-3C|Sspon.01G0003310-5P,Sspon.01G0003310-4D
Sspon.01G0003320,Sobic.001G496600,Sspon.01G0003320-1A|Sspon.01G0003320-1P,Sspon.01G0003320-2B,Sspon.01G0003320-3C,
Sspon.01G0003330,,Sspon.01G0003330-1A,,,
Sspon.01G0003340,Sobic.001G496900,Sspon.01G0003340-1A,Sspon.01G0003340-2B|Sspon.01G0003340-1P,Sspon.01G0003340-3C,
Sspon.01G0003350,Sobic.001G497000,Sspon.01G0003350-1A,,Sspon.01G0003350-2C|Sspon.01G0003350-1T,
Sspon.01G0003360,Sobic.001G497100,Sspon.01G0003360-1A,Sspon.01G0003360-2B,Sspon.01G0003360-3C,
Sspon.01G0003370,,Sspon.01G0003370-1A,,,
Sspon.01G0003380,Sobic.001G497300,Sspon.01G0003380-1A,Sspon.01G0003380-2B,Sspon.01G0003380-3C|Sspon.01G0003380-1P,
Sspon.01G0003390,Sobic.001G497700,Sspon.01G0003390-1A,Sspon.01G0003390-2B,Sspon.01G0003390-3C,
Sspon.01G0003400,Sobic.001G497800,Sspon.01G0003400-1A,Sspon.01G0003400-2B,,
Sspon.01G0003410,Sobic.001G497500,Sspon.01G0003410-1A,,Sspon.01G0003410-2C,
Sspon.01G0003420,Sobic.001G497900,Sspon.01G0003420-1A,Sspon.01G0003420-2B|Sspon.01G0003420-1P,,
Sspon.01G0003430,Sobic.001G498000,Sspon.01G0003430-1A,Sspon.01G0003430-2B,,
Sspon.01G0003440,Sobic.001G498100,Sspon.01G0003440-1A,,Sspon.01G0003440-2C,
Sspon.01G0003450,Sobic.001G495116,Sspon.01G0003450-1A|Sspon.01G0003450-1P|Sspon.01G0003450-2P|Sspon.01G0003450-3P,Sspon.01G0003450-2B|Sspon.01G0003450-4P,,
Sspon.01G0003460,Sobic.001G495180,Sspon.01G0003460-1A,Sspon.01G0003460-2B,Sspon.01G0003460-3C,Sspon.01G0003460-4D
Sspon.01G0003470,Sobic.001G495000,Sspon.01G0003470-1A,,Sspon.01G0003470-2C,
Sspon.01G0003480,Sobic.001G494600,Sspon.01G0003480-1A,Sspon.01G0003480-2B|Sspon.01G0003480-1P,Sspon.01G0003480-3C|Sspon.01G0003480-1T|Sspon.01G0003480-2P|Sspon.01G0003480-3P,
Sspon.01G0003490,,Sspon.01G0003490-1A,Sspon.01G0003490-2B,,
Sspon.01G0003500,Sobic.001G495200,Sspon.01G0003500-1A|Sspon.01G0003500-1P,Sspon.01G0003500-2B,,Sspon.01G0003500-3D
Sspon.01G0003510,,Sspon.01G0003510-1A,,,
Sspon.01G0003520,Sobic.001G495400,Sspon.01G0003520-1A,Sspon.01G0003520-2B,Sspon.01G0003520-3C,
Sspon.01G0003530,Sobic.001G495600,Sspon.01G0003530-1A,Sspon.01G0003530-2B,,
Sspon.01G0003540,Sobic.001G495700,Sspon.01G0003540-1A|Sspon.01G0003540-1T,Sspon.01G0003540-2B,,
Sspon.01G0003550,Sobic.001G495850,Sspon.01G0003550-1A,Sspon.01G0003550-2B,,
Sspon.01G0003560,Sobic.001G496200,Sspon.01G0003560-1A,Sspon.01G0003560-2B,Sspon.01G0003560-3C,
Sspon.01G0003570,Sobic.001G496400,Sspon.01G0003570-1A,Sspon.01G0003570-2B,,
Sspon.01G0003580,Sobic.001G496500,Sspon.01G0003580-1A,,Sspon.01G0003580-2C|Sspon.01G0003580-1P,
Sspon.01G0003590,,Sspon.01G0003590-1A,Sspon.01G0003590-2B,Sspon.01G0003590-3C|Sspon.01G0003590-1P,Sspon.01G0003590-4D
Sspon.01G0003600,,Sspon.01G0003600-1A,,,
Sspon.01G0003610,Sobic.001G496700,Sspon.01G0003610-1A,Sspon.01G0003610-2B,Sspon.01G0003610-3C,Sspon.01G0003610-4D|Sspon.01G0003610-1T
Sspon.01G0003620,Sobic.001G496800,Sspon.01G0003620-1A,Sspon.01G0003620-2B|Sspon.01G0003620-1T,Sspon.01G0003620-3C|Sspon.01G0003620-2T,Sspon.01G0003620-4D
Sspon.01G0003630,Sobic.001G495500,Sspon.01G0003630-1A,Sspon.01G0003630-2B|Sspon.01G0003630-1P,Sspon.01G0003630-3C|Sspon.01G0003630-2P,Sspon.01G0003630-4D
Sspon.01G0003640,Sobic.001G495300,Sspon.01G0003640-1A,Sspon.01G0003640-2B,Sspon.01G0003640-3C,
Sspon.01G0003650,Sobic.001G495600,Sspon.01G0003650-1A,,Sspon.01G0003650-2C,
Sspon.01G0003660,,Sspon.01G0003660-1A,,,
Sspon.01G0003670,,Sspon.01G0003670-1A,,,
Sspon.01G0003680,Sobic.001G495116,Sspon.01G0003680-1A|Sspon.01G0003680-1P,Sspon.01G0003680-2B,,Sspon.01G0003680-3D
Sspon.01G0003690,Sobic.001G495180,Sspon.01G0003690-1A,Sspon.01G0003690-2B,,
Sspon.01G0003700,Sobic.001G495148,Sspon.01G0003700-1A,Sspon.01G0003700-2B|Sspon.01G0003700-1P,,Sspon.01G0003700-3D
Sspon.01G0003710,Sobic.001G495000,Sspon.01G0003710-1A,,Sspon.01G0003710-2C,
Sspon.01G0003720,Sobic.001G494500,Sspon.01G0003720-1A,Sspon.01G0003720-2B,Sspon.01G0003720-3C,Sspon.01G0003720-4D
Sspon.01G0003730,Sobic.001G494300,Sspon.01G0003730-1A,Sspon.01G0003730-2B,Sspon.01G0003730-3C,Sspon.01G0003730-4D
Sspon.01G0003740,Sobic.001G494200,Sspon.01G0003740-1A,,Sspon.01G0003740-2C,Sspon.01G0003740-3D
Sspon.01G0003750,Sobic.001G494150,Sspon.01G0003750-1A,Sspon.01G0003750-2B,Sspon.01G0003750-3C,
Sspon.01G0003760,Sobic.001G494100,Sspon.01G0003760-1A,Sspon.01G0003760-2B,,Sspon.01G0003760-3D
Sspon.01G0003770,Sobic.001G494000,Sspon.01G0003770-1A,Sspon.01G0003770-2B,Sspon.01G0003770-3C,Sspon.01G0003770-4D|Sspon.01G0003770-1P
Sspon.01G0003780,Sobic.001G493900,Sspon.01G0003780-1A,Sspon.01G0003780-2B,Sspon.01G0003780-3C,Sspon.01G0003780-4D
Sspon.01G0003790,,Sspon.01G0003790-1A,,,
Sspon.01G0003800,Sobic.001G493600,Sspon.01G0003800-1A,Sspon.01G0003800-2B,Sspon.01G0003800-3C|Sspon.01G0003800-1P,
Sspon.01G0003810,Sobic.001G493500,Sspon.01G0003810-1A,,Sspon.01G0003810-2C|Sspon.01G0003810-1P,Sspon.01G0003810-3D|Sspon.01G0003810-1T
Sspon.01G0003820,Sobic.001G493300,Sspon.01G0003820-1A,Sspon.01G0003820-2B,,Sspon.01G0003820-3D
Sspon.01G0003830,Sobic.001G493200,Sspon.01G0003830-1A,Sspon.01G0003830-2B,,
Sspon.01G0003840,Sobic.001G492800,Sspon.01G0003840-1A,Sspon.01G0003840-2B,Sspon.01G0003840-3C|Sspon.01G0003840-1P,Sspon.01G0003840-4D
Sspon.01G0003850,Sobic.001G492400,Sspon.01G0003850-1A,Sspon.01G0003850-2B,,Sspon.01G0003850-3D
Sspon.01G0003860,Sobic.001G492200,Sspon.01G0003860-1A,Sspon.01G0003860-2B,Sspon.01G0003860-3C,
Sspon.01G0003870,Sobic.001G492300,Sspon.01G0003870-1A,Sspon.01G0003870-2B,Sspon.01G0003870-3C,Sspon.01G0003870-4D
Sspon.01G0003880,Sobic.001G492100,Sspon.01G0003880-1A,,,Sspon.01G0003880-2D
Sspon.01G0003890,Sobic.001G492000,Sspon.01G0003890-1A,Sspon.01G0003890-2B,,Sspon.01G0003890-3D
Sspon.01G0003900,Sobic.001G491900,Sspon.01G0003900-1A,Sspon.01G0003900-2B,Sspon.01G0003900-3C,Sspon.01G0003900-4D
Sspon.01G0003910,Sobic.001G491800,Sspon.01G0003910-1A,Sspon.01G0003910-2B,,Sspon.01G0003910-3D
Sspon.01G0003920,Sobic.001G491700,Sspon.01G0003920-1A,Sspon.01G0003920-2B,,
Sspon.01G0003930,Sobic.001G491600,Sspon.01G0003930-1A,Sspon.01G0003930-2B,,
Sspon.01G0003940,Sobic.001G491300,Sspon.01G0003940-1A,Sspon.01G0003940-2B,Sspon.01G0003940-3C,
Sspon.01G0003950,Sobic.001G491200,Sspon.01G0003950-1A,,Sspon.01G0003950-2C,Sspon.01G0003950-3D
Sspon.01G0003960,,Sspon.01G0003960-1A,,,
Sspon.01G0003970,Sobic.001G489900,Sspon.01G0003970-1A,Sspon.01G0003970-2B,,
Sspon.01G0003980,Sobic.001G489800,Sspon.01G0003980-1A,,Sspon.01G0003980-2C,Sspon.01G0003980-3D
Sspon.01G0003990,Sobic.001G489700,Sspon.01G0003990-1A,Sspon.01G0003990-2B,Sspon.01G0003990-3C|Sspon.01G0003990-1P,Sspon.01G0003990-4D
Sspon.01G0004000,Sobic.001G490800,Sspon.01G0004000-1A,,Sspon.01G0004000-2C,Sspon.01G0004000-3D
Sspon.01G0004010,Sobic.001G490800,Sspon.01G0004010-1A,Sspon.01G0004010-2B,,
Sspon.01G0004020,Sobic.001G490600,Sspon.01G0004020-1A,Sspon.01G0004020-2B,Sspon.01G0004020-3C,Sspon.01G0004020-4D
Sspon.01G0004030,Sobic.001G490500,Sspon.01G0004030-1A,Sspon.01G0004030-2B,,Sspon.01G0004030-3D
Sspon.01G0004040,Sobic.001G489000,Sspon.01G0004040-1A,Sspon.01G0004040-2B,,Sspon.01G0004040-3D
Sspon.01G0004050,,Sspon.01G0004050-1A,,,
Sspon.01G0004060,Sobic.001G488600,Sspon.01G0004060-1A,Sspon.01G0004060-2B,,Sspon.01G0004060-3D|Sspon.01G0004060-1P
